City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,suntar,62.1444,117.6319,-15.39,94,100,5.17,RU,1669867409
277,moshi,-3.35,37.3333,67.8,79,93,3.4,TZ,1669867410
278,namibe,-15.1961,12.1522,68.99,78,99,7.38,AO,1669867410
279,aitape,-3.1374,142.3475,83.32,73,100,9.1,PG,1669867410
280,vostok,46.4856,135.8833,-2.96,88,100,13.24,RU,1669867411
281,hami,42.8,93.45,17.22,14,36,4.88,CN,1669867411
282,wanning,18.8003,110.3967,75.24,89,100,17.74,CN,1669867412
283,paamiut,61.994,-49.6678,24.78,80,94,42.14,GL,1669867412
284,durban,-29.8579,31.0292,69.03,87,82,1.99,ZA,1669867412
285,kieta,-6.2167,155.6333,81.81,80,96,6.31,PG,1669867413
286,antofagasta,-23.65,-70.4,63.43,79,4,4.18,CL,1669867363
287,mount isa,-20.7333,139.5,91.17,15,0,12.66,AU,1669867239
288,ugoofaaru,5.6667,73.0,81.09,69,18,3.36,MV,1669867413
289,ust-kuyga,70.0167,135.6,-6.74,97,100,10.92,RU,1669867414
290,tarko-sale,64.9225,77.785,-8.84,94,36,7.85,RU,1669867414
291,ribeira grande,38.5167,-28.7,61.77,81,5,3.0,PT,1669867414
292,bor,56.3567,44.0669,-0.47,99,52,2.08,RU,1669867285
293,atambua,-9.1061,124.8925,83.57,66,67,3.53,ID,1669867415
294,koumac,-20.5667,164.2833,87.91,62,80,11.27,NC,1669867415
295,anadyr,64.75,177.4833,32.5,80,100,33.55,RU,1669867416
296,olafsvik,64.8945,-23.7142,43.07,84,74,32.06,IS,1669867416
297,sinnamary,5.3833,-52.95,76.66,86,74,9.4,GF,1669867416
298,hithadhoo,-0.6,73.0833,81.14,68,40,8.88,MV,1669867417
299,burnie,-41.0667,145.9167,66.94,49,0,7.63,AU,1669867417
300,kirovskiy,45.0917,133.5136,6.6,70,100,14.65,RU,1669867417
301,labytnangi,66.6572,66.4183,-7.78,99,11,3.83,RU,1669867418
302,selfoss,63.9331,-20.9971,42.04,80,100,22.66,IS,1669867418
303,mandan,46.8267,-100.8896,9.37,81,0,11.5,US,1669867418
304,sumbe,-11.2061,13.8437,76.15,88,100,6.46,AO,1669867419
305,dali,25.7,100.1833,62.92,51,8,5.12,CN,1669867419
306,malmyzh,56.5205,50.6818,4.62,97,91,4.59,RU,1669867420
307,madan,41.5,24.95,36.52,98,100,5.64,BG,1669867420
308,sept-iles,50.2001,-66.3821,32.05,96,100,8.99,CA,1669867420
309,beloha,-25.1667,45.05,72.09,81,100,9.46,MG,1669867421
310,kingman,35.1894,-114.053,50.74,57,0,2.51,US,1669867274
311,talnakh,69.4865,88.3972,-2.97,100,99,3.24,RU,1669867421
312,newport beach,33.6189,-117.9289,58.59,67,7,1.99,US,1669867244
313,cockburn town,21.4612,-71.1419,80.65,72,75,19.15,TC,1669867403
314,te anau,-45.4167,167.7167,60.78,43,34,10.36,NZ,1669867422
315,shingu,33.7333,135.9833,56.68,43,64,0.96,JP,1669867423
316,kalmunai,7.4167,81.8167,81.45,75,100,2.62,LK,1669867423
317,severo-kurilsk,50.6789,156.125,29.41,58,72,17.18,RU,1669867423
318,oranjestad,12.524,-70.027,79.92,80,6,5.01,AW,1669867424
319,wana,32.2989,69.5725,56.35,28,98,2.33,PK,1669867424
320,rajauri,33.3833,74.3,64.96,21,33,0.22,IN,1669867424
321,yilan,24.757,121.753,69.06,92,100,5.17,TW,1669867340
322,taltal,-25.4,-70.4833,63.66,84,0,2.46,CL,1669867229
323,makakilo city,21.3469,-158.0858,76.44,77,92,8.97,US,1669867290
324,talant,47.3369,5.0089,43.41,81,100,9.22,FR,1669867425
325,ariquemes,-9.9133,-63.0408,73.51,93,97,2.8,BR,1669867318
326,rocha,-34.4833,-54.3333,67.55,93,30,13.22,UY,1669867426
327,tucurui,-3.7661,-49.6725,75.18,90,100,1.74,BR,1669867426
328,atikokan,48.7555,-91.6216,11.28,87,100,10.4,CA,1669867426
329,naze,28.3667,129.4833,60.22,72,98,17.9,JP,1669867427
330,rochegda,62.8,43.25,9.54,97,96,1.92,RU,1669867427
331,roebourne,-20.7833,117.1333,97.05,28,6,10.67,AU,1669867427
332,kuala terengganu,5.3302,103.1408,83.98,85,100,7.38,MY,1669867428
333,sikandra,26.3667,79.65,66.78,33,0,3.85,IN,1669867428
334,zhangye,38.9342,100.4517,25.7,30,37,3.65,CN,1669867429
335,tilichiki,60.4667,166.1,33.15,97,100,25.01,RU,1669867429
336,rawson,-43.3002,-65.1023,57.22,69,0,20.02,AR,1669867429
337,lerwick,60.1545,-1.1494,50.0,85,100,24.92,GB,1669867430
338,bengkulu,-3.8004,102.2655,81.95,67,96,5.06,ID,1669867430
339,fiche,9.8,38.7333,43.02,49,16,2.24,ET,1669867430
340,zhigansk,66.7697,123.3711,-28.66,97,91,6.93,RU,1669867431
341,mizan teferi,6.9833,35.5833,60.12,86,29,3.31,ET,1669867431
342,billings,45.7833,-108.5007,32.67,78,78,1.99,US,1669867244
343,porto novo,6.4965,2.6036,76.84,85,63,4.05,BJ,1669867234
344,ekibastuz,51.6667,75.3667,-0.62,84,100,11.74,KZ,1669867432
345,barddhaman,23.25,87.85,78.44,42,0,7.27,IN,1669867432
346,muli,2.9167,73.5667,80.96,69,20,3.31,MV,1669867433
347,honningsvag,70.9821,25.9704,35.35,80,20,12.66,NO,1669867433
348,kununurra,-15.7667,128.7333,98.58,18,96,5.75,AU,1669867375
349,kilcullen,53.1303,-6.7444,49.44,91,100,7.31,IE,1669867433
350,college,64.8569,-147.8028,8.2,83,100,3.44,US,1669867434
351,opuwo,-18.0607,13.84,68.9,51,53,1.95,NA,1669867434
352,samarai,-10.6167,150.6667,83.44,75,100,5.08,PG,1669867435
353,buraydah,26.326,43.975,60.21,63,84,12.17,SA,1669867435
354,gravdal,68.1214,13.5031,35.49,93,40,0.0,NO,1669867436
355,talcahuano,-36.7167,-73.1167,51.73,78,0,10.45,CL,1669867436
356,cayenne,4.9333,-52.3333,75.24,94,75,1.14,GF,1669867436
357,sao joao da barra,-21.6403,-41.0511,74.37,91,95,17.4,BR,1669867437
358,kiama,-34.6833,150.8667,69.46,59,95,8.57,AU,1669867437
359,guarapari,-20.6667,-40.4975,74.89,93,100,12.88,BR,1669867437
360,minden,52.2833,8.9167,39.47,94,100,5.75,DE,1669867226
361,bulawayo,-20.15,28.5833,57.83,67,0,5.84,ZW,1669867438
362,aykhal,66.0,111.5,-21.33,97,100,18.79,RU,1669867438
363,rosetta,31.4044,30.4164,61.63,78,0,7.87,EG,1669867439
364,pangnirtung,66.1451,-65.7125,-19.77,77,5,4.34,CA,1669867439
365,ginir,7.1333,40.7,55.42,45,17,4.85,ET,1669867440
366,wewak,-3.5534,143.6268,85.41,69,100,10.38,PG,1669867440
367,rognan,67.0953,15.3878,33.94,89,97,4.07,NO,1669867440
368,tavira,37.1273,-7.6486,57.07,76,100,8.01,PT,1669867441
369,oyama,36.3,139.8,53.58,74,100,6.67,JP,1669867441
370,dubreka,9.7911,-13.5233,74.35,87,40,2.35,GN,1669867441
371,dire,12.2833,-10.9667,71.62,38,14,2.01,ML,1669867442
372,van buren,35.4368,-94.3483,38.32,59,0,3.44,US,1669867442
373,am timan,11.0297,20.2827,72.61,26,90,6.96,TD,1669867443
374,kihei,20.785,-156.4656,77.85,91,89,7.83,US,1669867199
375,coihaique,-45.5752,-72.0662,38.17,96,35,6.13,CL,1669867444
376,road town,18.4167,-64.6167,79.84,73,0,20.65,VG,1669867444
377,lompoc,34.6391,-120.4579,55.78,88,100,0.0,US,1669867437
378,poso,-1.3959,120.7524,86.04,63,97,4.85,ID,1669867445
379,khani,41.9563,42.9566,44.17,80,27,5.91,GE,1669867445
380,mount darwin,-16.7725,31.5838,62.83,75,23,3.31,ZW,1669867446
381,matamoros,25.5333,-103.25,65.1,54,83,12.66,MX,1669867446
382,dzhebariki-khaya,62.2167,135.8,-29.65,93,100,2.86,RU,1669867447
383,takapau,-40.0333,176.35,61.79,69,54,6.51,NZ,1669867447
384,sabang,5.8933,95.3214,80.89,72,100,3.02,ID,1669867447
385,wanaka,-44.7,169.15,68.11,40,87,5.01,NZ,1669867448
386,margate,51.3813,1.3862,48.69,76,36,8.01,GB,1669867448
387,los llanos de aridane,28.6585,-17.9182,64.15,77,100,9.22,ES,1669867348
388,portland,45.5234,-122.6762,43.38,92,75,5.99,US,1669866656
389,fairbanks,64.8378,-147.7164,8.22,83,100,3.44,US,1669867276
390,mahebourg,-20.4081,57.7,80.26,69,40,6.91,MU,1669867449
391,sorland,67.667,12.6934,39.06,69,68,10.31,NO,1669867450
392,bekwai,6.4534,-1.5774,70.66,98,30,1.9,GH,1669867450
393,dumai,1.6833,101.45,88.99,58,95,2.17,ID,1669867451
394,grand gaube,-20.0064,57.6608,80.38,63,52,11.99,MU,1669867451
395,espanola,35.9911,-106.0806,46.38,48,100,5.99,US,1669867203
396,iberia,29.9502,-91.7507,47.05,66,0,10.36,US,1669867452
397,manaus,-3.1019,-60.025,80.31,74,55,2.84,BR,1669867452
398,padang,-0.9492,100.3543,84.25,92,100,5.73,ID,1669867453
399,manitowoc,44.0667,-87.8001,19.38,71,0,24.16,US,1669867453
400,morristown,36.214,-83.2949,37.45,53,0,10.36,US,1669867200
401,westervoort,51.9558,5.9722,43.11,93,75,6.91,NL,1669867454
402,san policarpo,12.1791,125.5072,82.62,84,100,14.67,PH,1669867454
403,nikel,69.4128,30.222,30.38,95,87,6.35,RU,1669867454
404,mildura,-34.2,142.15,79.07,42,33,14.2,AU,1669867455
405,kondinskoye,59.6481,67.41,-9.15,95,67,4.61,RU,1669867455
406,markova,48.6758,24.4138,29.12,93,98,4.61,UA,1669867456
407,abnub,27.2696,31.1511,57.58,53,0,1.97,EG,1669867456
408,carolina,18.3808,-65.9574,79.97,84,11,8.05,PR,1669867317
409,gorontalo,0.5412,123.0595,82.96,74,100,1.86,ID,1669867457
410,deder,9.3167,41.45,52.57,55,0,3.85,ET,1669867458
411,beni,0.5,29.4667,61.11,99,100,1.25,CD,1669867459
412,isangel,-19.55,169.2667,84.85,66,91,7.31,VU,1669867459
413,surovikino,48.6078,42.8486,23.31,49,12,12.8,RU,1669867459
414,gangapur,26.4833,76.7167,67.98,40,0,1.36,IN,1669867460
415,katsuura,35.1333,140.3,50.02,86,100,16.98,JP,1669867460
416,petropavlovsk-kamchatskiy,53.0452,158.6483,28.99,64,75,4.47,RU,1669867368
417,humberto de campos,-2.5983,-43.4611,75.6,88,22,4.54,BR,1669867461
418,biak,-0.9131,122.8766,83.41,67,100,3.0,ID,1669867461
419,abha,18.2164,42.5053,48.45,93,0,0.0,SA,1669867462
420,muqui,-20.956,-41.3531,70.14,99,99,1.5,BR,1669867462
421,verkh-usugli,52.7,115.1667,1.04,68,100,8.59,RU,1669867463
422,marawi,7.9986,124.2928,81.59,61,70,6.67,PH,1669867463
423,san cristobal,7.7669,-72.225,63.48,96,67,4.27,VE,1669867463
424,tuscaloosa,33.2098,-87.5692,41.09,73,0,6.91,US,1669867179
425,teknaf,20.8624,92.3058,83.3,66,6,5.06,BD,1669867464
426,srivardhan,18.0333,73.0167,79.7,36,100,4.18,IN,1669867464
427,elmira,42.0898,-76.8077,34.12,67,75,12.66,US,1669867465
428,portmore,17.9702,-76.8672,81.01,81,5,4.83,JM,1669867465
429,ouadda,8.0777,22.4007,68.76,80,100,3.56,CF,1669867465
430,oktyabrskiy,54.4815,53.471,10.62,96,97,1.34,RU,1669867466
431,san carlos del zulia,9.0,-71.9135,71.69,94,22,1.16,VE,1669867466
432,ilulissat,69.2167,-51.1,23.02,68,100,24.16,GL,1669867467
433,faya,18.3851,42.4509,48.72,75,12,1.88,SA,1669867467
434,vila do maio,15.1333,-23.2167,75.47,65,100,15.28,CV,1669867468
435,alta floresta,-9.8756,-56.0861,68.99,97,79,2.51,BR,1669867468
436,bridgetown,13.1,-59.6167,79.29,78,40,13.8,BB,1669867198
437,kirkwall,58.9848,-2.9587,46.96,93,100,14.97,GB,1669867468
438,ban phai,16.06,102.731,82.13,65,89,9.8,TH,1669867469
439,huilong,31.8111,121.655,45.14,62,100,15.19,CN,1669867469
440,santa rosa,14.3122,121.1114,89.11,71,100,14.61,PH,1669867206
441,sampang,-7.1872,113.2394,84.18,66,61,6.96,ID,1669867470
442,birnin kebbi,12.4539,4.1975,67.71,23,45,8.77,NG,1669867470
443,codajas,-3.8367,-62.0569,73.76,99,100,1.28,BR,1669867470
444,pakxe,15.1167,105.7833,88.68,52,97,1.97,LA,1669867357
445,maneadero,31.7167,-116.5667,56.1,72,0,1.99,MX,1669867471
446,ozimek,50.6794,18.2137,34.36,86,100,5.95,PL,1669867471
447,la sarre,48.8002,-79.1996,24.33,79,100,15.64,CA,1669867208
448,north platte,41.1239,-100.7654,27.37,64,96,15.99,US,1669867294
449,mehamn,71.0357,27.8492,31.95,93,75,6.91,NO,1669867472
450,sovetskiy,61.3614,63.5842,-4.16,99,84,2.84,RU,1669867472
451,korla,41.7597,86.1469,18.48,18,0,7.02,CN,1669867473
452,manggar,-2.8833,108.2667,86.85,63,100,6.89,ID,1669867473
453,bozeman,45.6796,-111.0386,36.82,81,100,4.61,US,1669867473
454,sorong,-0.8833,131.25,82.31,74,93,8.41,ID,1669867474
455,dhidhdhoo,6.8833,73.1,81.43,71,60,4.94,MV,1669867474
456,tiznit,29.5833,-9.5,52.11,76,60,2.44,MA,1669867474
457,calabozo,8.9242,-67.4293,72.97,80,16,7.14,VE,1669867475
458,kaele,10.1092,14.4508,70.43,33,95,8.28,CM,1669867475
459,el guamo,10.0316,-74.9761,72.81,94,53,4.21,CO,1669867476
460,auki,-8.7676,160.7034,79.72,85,99,6.26,SB,1669867476
461,campbell river,50.0163,-125.2446,26.98,100,100,6.91,CA,1669867245
462,acarau,-2.8856,-40.12,78.58,76,88,12.44,BR,1669867476
463,codrington,-38.2667,141.9667,61.63,72,83,12.59,AU,1669867477
464,lorengau,-2.0226,147.2712,85.32,67,100,5.48,PG,1669867477
465,pizarro,4.9533,-77.366,74.84,90,98,1.79,CO,1669867478
466,siva,29.2041,25.5195,57.97,49,0,3.15,EG,1669867478
467,basco,20.4487,121.9702,78.48,83,80,24.94,PH,1669867479
468,waingapu,-9.6567,120.2641,86.18,64,79,4.07,ID,1669867479
469,tenabo,20.05,-90.2333,75.2,81,80,4.43,MX,1669867479
470,zhuhai,22.2769,113.5678,60.85,82,40,23.02,CN,1669867480
471,sao gabriel da cachoeira,-0.1303,-67.0892,73.15,98,97,2.15,BR,1669867480
472,osa,57.2829,55.4567,9.34,97,100,1.92,RU,1669867480
473,kirando,-7.4167,30.6,71.67,83,100,6.82,TZ,1669867481
474,taksimo,56.3444,114.8794,-9.06,88,100,0.65,RU,1669867481
475,evanston,42.0411,-87.6901,22.23,67,0,13.8,US,1669867377
476,catuday,16.2923,119.8062,84.63,63,37,4.61,PH,1669867482
477,wuwei,37.9281,102.6414,23.83,40,52,6.24,CN,1669867482
478,podgornoye,51.735,39.1496,14.22,85,0,6.71,RU,1669867482
479,juneau,58.3019,-134.4197,19.22,100,23,5.88,US,1669867266
480,tazovskiy,67.4667,78.7,-4.99,100,98,7.81,RU,1669867483
481,berlevag,70.8578,29.0864,32.0,80,100,5.75,NO,1669867483
482,baghdad,33.3406,44.4009,53.51,100,0,3.44,IQ,1669867452
483,lewistown,40.5992,-77.5714,36.16,76,100,9.22,US,1669867484
484,ikalamavony,-21.15,46.5833,73.87,59,46,1.28,MG,1669867484
485,hanyang,32.1371,105.5126,38.28,47,100,7.56,CN,1669867485
486,monte alegre,-2.0078,-54.0692,76.24,87,85,1.92,BR,1669867485
487,bend,44.0582,-121.3153,35.49,87,90,5.99,US,1669867329
488,pundaguitan,6.3711,126.1689,80.44,83,100,13.18,PH,1669867485
489,mananjary,-21.2167,48.3333,75.74,83,94,6.55,MG,1669867486
490,pomabamba,-8.8333,-77.4667,49.62,82,88,3.76,PE,1669867486
491,saint-pierre,-21.3393,55.4781,81.91,54,0,3.44,RE,1669867223
492,boone,39.0334,-92.3335,29.39,51,1,4.45,US,1669867487
493,gaogou,34.0175,119.1886,35.42,18,70,8.12,CN,1669867487
494,svetlogorsk,52.6333,29.7333,15.17,95,15,6.31,BY,1669867488
495,yayva,59.3303,57.2641,13.17,98,91,1.72,RU,1669867488
496,boshnyakovo,49.6333,142.1667,5.13,87,100,16.8,RU,1669867488
497,rafraf,37.1904,10.1837,52.11,72,19,9.48,TN,1669867489
498,nouadhibou,20.931,-17.0347,64.17,71,7,17.56,MR,1669867489
499,san jose,37.3394,-121.895,50.7,68,0,1.99,US,1669866936
500,galveston,29.3669,-94.9669,54.05,57,2,1.99,US,1669867490
501,modrica,43.5204,21.3647,39.02,91,100,3.89,RS,1669867490
502,vanimo,-2.6741,141.3028,79.99,85,100,6.87,PG,1669867490
503,sajanan,37.0573,9.2426,50.4,87,64,6.17,TN,1669867491
504,nome,64.5011,-165.4064,9.61,98,34,6.26,US,1669867491
505,kavaratti,10.5669,72.642,81.75,71,80,3.29,IN,1669867491
506,klaksvik,62.2266,-6.589,49.12,98,100,26.26,FO,1669867492
507,alice springs,-23.7,133.8833,85.55,14,0,13.8,AU,1669867492
508,fecamp,49.7579,0.3746,35.31,84,80,6.82,FR,1669867493
509,jumla,29.2747,82.1838,59.25,12,0,2.42,NP,1669867493
510,awjilah,29.1081,21.2869,53.49,53,0,2.73,LY,1669867494
511,kenitra,34.261,-6.5802,54.36,81,100,9.26,MA,1669867494
512,zhezkazgan,47.8043,67.7144,17.58,86,100,4.47,KZ,1669867494
513,nara,34.6851,135.8049,53.96,39,21,9.98,JP,1669867407
514,san juan,-31.5375,-68.5364,75.9,37,100,8.75,AR,1669867495
515,willowmore,-33.2926,23.4895,69.28,60,49,0.78,ZA,1669867495
516,yar-sale,66.8333,70.8333,-7.73,97,8,6.49,RU,1669867496
517,praia,14.9215,-23.5087,73.62,68,100,12.77,CV,1669867496
518,grao mogol,-16.5594,-42.8897,64.35,97,98,1.23,BR,1669867496
519,ambunti,-4.2365,142.8448,92.59,49,92,4.03,PG,1669867497
520,zandvoort,52.3749,4.5341,42.94,93,40,3.44,NL,1669867497
521,arlit,18.7369,7.3853,65.55,27,4,6.73,NE,1669867497
522,luwuk,-0.9516,122.7875,85.84,68,100,2.73,ID,1669867498
523,la orilla,17.9833,-102.2333,75.52,85,59,4.61,MX,1669867498
524,khasan,42.4308,130.6434,17.2,45,18,21.12,RU,1669867498
525,luau,-10.7073,22.2247,61.29,98,65,0.45,AO,1669867499
526,vila franca do campo,37.7167,-25.4333,61.2,84,8,4.81,PT,1669867499
527,meulaboh,4.1363,96.1285,80.73,79,100,3.6,ID,1669867500
528,chekhov,55.1431,37.4711,9.09,91,100,3.44,RU,1669867500
529,ghanzi,-21.5667,21.7833,69.6,38,1,8.52,BW,1669867500
530,ayan,56.45,138.1667,-3.69,81,100,22.53,RU,1669867501
531,yalova,40.655,29.2769,56.34,91,99,9.4,TR,1669867501
532,tsalka,41.5946,44.0891,30.67,98,100,4.36,GE,1669867502
533,maryville,35.7565,-83.9705,38.16,60,0,4.61,US,1669867502
534,vangaindrano,-23.35,47.6,73.22,88,73,4.65,MG,1669867503
535,mendi,-6.1761,143.6513,62.62,93,96,3.36,PG,1669867504
536,hit,33.6416,42.8251,59.9,63,42,3.11,IQ,1669867504
537,toora-khem,52.4675,96.11,-12.44,84,78,1.36,RU,1669867505
538,igrim,63.1906,64.4162,-9.69,99,30,1.61,RU,1669867505
539,kysyl-syr,63.8986,122.7617,-22.9,96,100,6.24,RU,1669867505
540,kerman,30.2832,57.0788,53.19,32,30,1.88,IR,1669867506
541,tahe,52.3333,124.7333,-2.97,63,4,7.76,CN,1669867506
542,asyut,27.181,31.1837,57.74,53,0,2.28,EG,1669867507
543,guaraniacu,-25.1008,-52.8781,60.1,96,27,1.66,BR,1669867507
544,tinskoy,56.1525,96.9161,-0.09,94,100,14.34,RU,1669867508
545,lasa,46.6166,10.7002,31.03,77,62,2.35,IT,1669867508
546,rosh pinna,32.9689,35.5426,55.69,93,2,2.3,IL,1669867509
547,perevolotskiy,51.8763,54.1938,10.98,89,32,5.46,RU,1669867509
548,arkhipo-osipovka,44.37,38.52,41.58,76,87,10.29,RU,1669867510
549,soyo,-6.1349,12.3689,76.75,82,100,3.47,AO,1669867510
550,tecpan,14.7623,-90.9947,55.89,95,94,5.39,GT,1669867511
551,adacs,47.6921,19.977,29.91,70,80,4.36,HU,1669867511
552,magog,45.2668,-72.1491,36.75,97,98,13.22,CA,1669867512
553,kananga,-5.8958,22.4178,66.52,99,100,1.99,CD,1669867227
554,bismarck,46.8083,-100.7837,7.65,80,0,11.5,US,1669867404
555,camopi,3.1655,-52.3158,70.63,100,76,1.9,GF,1669867512
